"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","YearAcquired","MonthAcquired","AcceptCombo"
"1919",1951,"Graduation","Married",53790,"None","Two",86,335,42,127,28,5,5,3,7,2,8,6,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"1920",1951,"Master","Widow",73705,"None","Two",86,612,91,520,258,107,107,2,9,6,8,5,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"1921",1982,"Graduation","Married",22448,"One","None",86,3,1,8,23,2,18,3,2,1,3,3,"No","No","No","No","No","No","No","SA",2014,"Feb","No"
"1922",1976,"Graduation","Divorced",12571,"One","None",86,3,5,14,2,12,17,4,3,1,3,6,"No","No","No","No","No","No","No","SA",2014,"Jan","No"
"1923",1960,"Master","Together",73113,"None","None",86,741,19,154,50,9,28,1,3,4,7,2,"No","No","No","No","No","No","No","SA",2013,"Dec","No"
"1924",1990,"Graduation","Married",35765,"One","None",86,22,3,30,0,5,15,2,2,0,4,6,"No","No","No","No","No","No","No","CA",2013,"Dec","No"
"1925",1966,"PhD","Single",46734,"One","Two",86,100,1,39,6,1,76,4,3,2,3,6,"Yes","No","No","No","No","No","No","SP",2013,"Oct","No"
"1926",1963,"PhD","Together",66313,"None","One",86,625,7,99,10,22,7,2,6,3,12,4,"No","No","No","No","No","No","No","SA",2013,"Sep","No"
"1927",1957,"Master","Together",68148,"None","None",86,389,66,408,37,57,85,1,4,4,6,2,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1928",1965,"Graduation","Married",44393,"One","One",86,24,2,20,2,2,10,2,1,0,4,4,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1929",1986,"PhD","Together",38197,"One","None",86,23,0,11,2,1,3,1,1,0,3,5,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1930",1946,"PhD","Married",51012,"None","None",86,102,9,63,2,9,24,1,4,1,4,6,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1931",1946,"PhD","Married",51012,"None","None",86,102,9,63,2,9,24,1,4,1,4,6,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1932",1960,"Graduation","Together",13672,"One","One",86,6,2,9,2,1,5,2,1,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1933",1953,"Graduation","Together",41452,"One","One",86,13,0,3,0,0,0,1,1,0,2,7,"No","No","No","No","No","No","No","CA",2013,"Mar","No"
"1934",1982,"Graduation","Married",42081,"One","None",86,175,10,110,54,6,27,2,6,3,4,6,"Yes","No","No","No","No","No","No","SP",2013,"Feb","No"
"1935",1986,"Basic","Single",14906,"None","None",86,7,7,14,7,16,15,3,2,1,3,7,"No","No","No","No","No","No","No","SA",2012,"Dec","No"
"1936",1985,"2n Cycle","Single",33812,"One","None",86,4,17,19,30,24,39,2,2,1,3,6,"No","No","No","No","No","No","No","US",2012,"Nov","No"
"1937",1975,"Master","Single",46098,"One","One",86,57,0,27,0,0,36,4,3,2,2,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1938",1975,"Master","Single",46098,"One","One",86,57,0,27,0,0,36,4,3,2,2,8,"No","No","No","No","No","No","No","CA",2012,"Aug","No"
"1939",1975,"Master","Single",46098,"One","One",86,57,0,27,0,0,36,4,3,2,2,8,"No","No","No","No","No","Yes","No","IND",2012,"Aug","No"
"1940",1956,"2n Cycle","Married",53230,"None","One",86,176,72,98,136,21,229,4,5,2,12,5,"No","No","No","No","No","No","No","GER",2012,"Aug","No"
"1941",1989,"Master","Together",88420,"None","None",87,957,153,612,99,95,153,1,4,7,8,1,"Yes","No","Yes","Yes","No","No","No","SP",2014,"May","Yes"
"1942",1963,"2n Cycle","Single",39548,"One","One",87,15,4,10,3,4,18,2,1,1,3,3,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"1943",1953,"Graduation","Together",61278,"None","One",87,111,3,28,2,6,15,2,3,1,4,6,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1944",1964,"Graduation","Single",81246,"None","None",87,398,190,537,61,156,37,1,4,5,7,1,"Yes","No","No","Yes","No","No","No","SP",2013,"Dec","Yes"
"1945",1975,"Graduation","Widow",58330,"None","One",87,445,53,213,104,98,151,1,6,4,13,4,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"1946",1975,"Graduation","Widow",58330,"None","One",87,445,53,213,104,98,151,1,6,4,13,4,"No","No","No","No","No","No","No","GER",2013,"Dec","No"
"1947",1967,"Graduation","Together",65777,"None","None",87,565,32,435,28,32,54,1,2,8,6,1,"No","No","No","No","No","No","No","US",2013,"Dec","No"
"1948",1980,"2n Cycle","Married",70829,"One","One",87,141,70,106,72,19,23,2,4,2,8,3,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"1949",1962,"Master","Single",59247,"None","Two",87,327,9,122,19,14,83,5,5,2,9,6,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"1950",1967,"Graduation","Single",25930,"One","One",87,6,1,2,2,0,4,1,1,0,2,7,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1951",1959,"Graduation","Together",54753,"None","One",87,197,107,227,7,59,131,3,5,2,11,4,"No","No","No","No","No","No","No","SA",2013,"Sep","No"
"1952",1974,"PhD","Together",28440,"One","None",87,38,1,24,0,0,0,1,2,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1953",1973,"2n Cycle","Married",23559,"One","None",87,25,5,19,7,0,23,3,3,0,3,7,"No","No","No","No","No","No","No","GER",2013,"Jul","No"
"1954",1952,"Graduation","Divorced",62335,"None","One",87,243,131,217,85,6,26,2,3,3,13,2,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1955",1979,"Graduation","Married",63777,"One","One",87,457,5,106,15,17,53,8,11,1,6,8,"No","No","No","No","No","No","No","IND",2013,"Mar","No"
"1956",1972,"Graduation","Married",59666,"One","One",87,623,53,178,23,17,133,7,3,2,8,8,"No","Yes","No","No","No","No","No","CA",2013,"Mar","No"
"1957",1956,"Master","Married",50965,"None","One",87,544,13,85,8,6,29,3,10,4,5,8,"Yes","No","No","No","No","No","No","SP",2013,"Feb","No"
"1958",1965,"2n Cycle","Together",71488,"None","None",87,162,33,124,40,28,172,2,3,4,7,1,"No","No","No","No","No","No","No","CA",2013,"Feb","No"
"1959",1952,"Graduation","Single",72228,"None","None",87,631,28,491,30,14,56,1,6,7,8,3,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1960",1953,"PhD","Single",46231,"Two","One",87,189,2,55,0,5,12,4,6,1,4,9,"No","No","No","No","No","No","No","SA",2012,"Nov","No"
"1961",1974,"Graduation","Together",75702,"None","One",87,1073,0,629,145,37,37,1,10,5,13,6,"No","No","Yes","No","No","No","No","SP",2012,"Oct","Yes"
"1962",1971,"Graduation","Divorced",43300,"None","One",87,91,3,52,2,1,31,3,4,0,4,8,"No","No","No","No","No","Yes","No","CA",2012,"Oct","No"
"1963",1957,"Graduation","Married",78618,"None","None",87,736,163,818,212,163,61,1,4,7,10,2,"No","Yes","No","No","No","No","No","SP",2012,"Sep","No"
"1964",1985,"Graduation","Single",29760,"One","None",87,64,4,68,7,5,17,4,3,1,4,8,"No","No","No","No","No","No","No","GER",2012,"Aug","No"
"1965",1985,"Graduation","Single",29760,"One","None",87,64,4,68,7,5,17,4,3,1,4,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1966",1962,"Graduation","Together",50127,"None","One",88,274,0,21,4,6,15,1,5,1,6,6,"No","Yes","No","No","No","No","No","SP",2014,"May","No"
"1967",1988,"Graduation","Together",29604,"One","None",88,7,6,13,7,6,14,1,1,0,3,9,"Yes","No","No","No","No","No","No","SA",2013,"Dec","No"
"1968",1952,"Graduation","Married",49413,"None","One",88,205,7,41,3,2,46,2,4,2,5,5,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1969",1958,"Graduation","Married",51876,"None","None",88,99,27,102,28,48,6,1,2,2,8,1,"No","No","No","No","No","No","No","GER",2013,"Oct","No"
"1970",1974,"Graduation","Married",45837,"One","One",88,215,13,87,17,17,24,5,6,2,5,7,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1971",1962,"PhD","Divorced",85696,"None","None",88,714,76,395,116,0,12,1,4,6,9,1,"No","No","No","No","No","Yes","No","SP",2013,"May","No"
"1972",1962,"PhD","Divorced",85696,"None","None",88,714,76,395,116,0,12,1,4,6,9,1,"No","No","No","No","No","Yes","No","SP",2013,"May","No"
"1973",1962,"Master","Divorced",59432,"None","One",88,317,25,265,25,19,12,3,5,3,11,5,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1974",1951,"Graduation","Divorced",43185,"None","One",88,537,6,42,16,6,30,2,9,3,6,8,"No","No","No","No","No","No","No","AUS",2013,"Apr","No"
"1975",1975,"PhD","Married",60631,"One","One",88,565,6,65,0,6,19,5,9,2,8,7,"No","Yes","No","No","No","No","No","GER",2013,"Apr","No"
"1976",1985,"Master","Married",20559,"One","None",88,13,1,29,3,0,7,2,2,0,3,8,"No","No","No","No","No","No","No","AUS",2013,"Mar","No"
"1977",1956,"Master","Together",50898,"One","One",88,285,28,242,55,114,135,13,6,2,12,5,"No","No","No","No","No","No","No","SA",2013,"Jan","No"
"1978",1978,"Graduation","Married",73807,"None","One",88,366,124,156,71,78,54,2,5,5,11,2,"No","No","No","No","No","No","No","IND",2013,"Jan","No"
"1979",1956,"Master","Together",14661,"None","None",88,4,1,11,6,2,2,1,1,0,3,6,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"1980",1954,"Graduation","Together",36807,"One","One",88,4,2,5,0,0,5,1,1,0,2,6,"No","No","No","No","No","No","No","IND",2012,"Dec","No"
"1981",1975,"2n Cycle","Together",46772,"None","One",88,350,104,189,197,151,57,6,11,8,5,8,"Yes","No","No","No","No","No","No","CA",2012,"Nov","No"
"1982",1947,"PhD","Together",81574,"None","None",89,1252,0,465,46,35,0,1,4,5,8,1,"No","Yes","Yes","No","No","No","No","SA",2014,"Apr","Yes"
"1983",1976,"Graduation","Married",30772,"One","One",89,7,2,4,2,1,4,1,1,0,2,6,"No","No","No","No","No","No","No","CA",2014,"Mar","No"
"1984",1978,"PhD","Married",46377,"One","None",89,37,0,46,4,3,0,1,2,1,3,4,"No","No","No","No","No","No","No","SA",2014,"Mar","No"
"1985",1974,"PhD","Married",78128,"None","One",89,934,24,230,16,24,36,2,8,4,6,3,"No","Yes","Yes","No","No","No","No","GER",2014,"Feb","Yes"
"1986",1972,"PhD","Together",83443,"None","None",89,518,42,742,55,56,84,1,6,10,5,2,"No","No","No","No","No","No","No","GER",2013,"Dec","No"
"1987",1960,"2n Cycle","Together",50523,"One","One",89,51,4,24,4,7,1,2,2,0,4,6,"No","No","No","No","No","No","No","US",2013,"Dec","No"
"1988",1965,"Graduation","Together",47009,"None","One",89,171,45,73,59,10,90,4,3,2,8,4,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1989",1967,"Master","Married",37054,"One","One",89,12,1,6,0,1,5,2,1,0,3,7,"No","No","No","No","No","No","No","SA",2013,"Sep","No"
"1990",1971,"PhD","Married",32011,"One","None",89,99,0,15,2,1,5,3,2,1,4,7,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1991",1962,"2n Cycle","Together",82122,"None","None",89,734,22,350,151,25,100,1,3,9,13,1,"No","No","Yes","No","No","No","No","SP",2013,"Aug","Yes"
"1992",1975,"Graduation","Divorced",70300,"One","None",89,1045,61,338,60,46,46,3,5,5,13,8,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1993",1976,"Master","Together",21024,"None","None",89,36,4,18,6,2,18,1,2,0,4,7,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1994",1968,"Graduation","Together",34916,"Two","None",89,51,23,82,33,0,42,4,5,1,3,9,"No","No","No","No","No","No","No","SA",2013,"May","No"
"1995",1967,"Graduation","Together",27943,"One","One",89,12,1,16,4,1,3,3,2,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1996",1971,"Master","Married",39791,"None","One",89,85,15,27,13,13,21,2,3,1,4,7,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1997",1965,"PhD","Married",62745,"None","One",89,562,21,464,28,10,32,3,7,8,11,5,"No","No","No","No","No","No","No","SA",2013,"Mar","No"
"1998",1969,"Graduation","Single",18589,"None","None",89,6,4,25,15,12,13,2,2,1,3,7,"No","No","No","No","No","No","No","US",2013,"Jan","No"
"1999",1976,"Graduation","Together",85606,"None","One",89,717,42,864,219,30,84,2,6,7,9,3,"No","No","No","Yes","No","No","No","SP",2012,"Nov","Yes"
"2000",1951,"Basic","Married",26997,"None","None",89,7,23,78,133,49,144,2,4,2,5,7,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"2001",1961,"Graduation","Single",82332,"None","None",89,830,59,968,51,79,19,1,5,3,12,2,"No","No","Yes","No","No","Yes","No","GER",2012,"Sep","Yes"
"2002",1970,"PhD","Married",38853,"One","One",90,29,0,14,0,0,2,2,2,0,3,7,"No","No","No","No","No","No","No","IND",2014,"May","No"
"2003",1968,"Master","Divorced",27071,"One","None",90,8,3,19,0,2,3,2,2,0,3,6,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"2004",1954,"PhD","Single",90933,"None","None",90,1020,31,430,62,63,79,1,4,6,4,1,"No","No","Yes","No","No","No","No","SP",2014,"Mar","Yes"
"2005",1966,"PhD","Together",65814,"None","One",90,561,14,113,10,14,35,3,8,2,10,5,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"2006",1958,"PhD","Together",74250,"None","None",90,680,11,392,75,0,0,1,2,11,4,1,"No","No","No","No","No","No","No","CA",2014,"Jan","No"
"2007",1976,"Master","Married",33181,"One","None",90,9,0,3,0,0,4,1,1,0,2,6,"Yes","No","No","No","No","No","No","SP",2014,"Jan","No"
"2008",1944,"Master","Widow",45006,"None","None",90,162,25,53,16,0,10,1,3,1,7,3,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"2009",1958,"Master","Together",42315,"None","One",90,67,15,80,17,11,80,3,1,4,4,3,"No","No","No","No","No","No","No","US",2013,"Jul","No"
"2010",1950,"PhD","Married",48699,"One","One",90,26,1,10,2,0,1,1,1,0,3,5,"No","No","No","No","No","No","No","AUS",2013,"May","No"
"2011",1954,"Graduation","Married",59111,"None","None",90,524,0,134,28,28,155,1,11,1,8,7,"No","No","No","No","No","No","No","AUS",2013,"May","No"
"2012",1955,"Graduation","Married",48726,"None","One",90,138,3,38,4,0,59,3,3,2,4,6,"No","No","No","No","No","No","No","GER",2013,"Apr","No"
"2013",1955,"Graduation","Divorced",37244,"One","One",90,18,2,10,0,0,25,1,1,1,2,7,"Yes","No","No","No","No","No","No","SP",2013,"Apr","No"
"2014",1970,"Graduation","Together",74854,"One","Two",90,856,59,487,58,29,73,7,2,5,5,5,"No","No","No","No","No","No","No","GER",2013,"Apr","No"
"2015",1964,"PhD","Married",60896,"None","One",90,1013,30,399,60,46,153,3,9,10,4,6,"No","No","No","No","No","Yes","No","CA",2012,"Oct","No"
"2016",1988,"PhD","Married",67546,"None","None",90,864,134,768,150,38,172,1,4,10,5,3,"No","No","No","No","No","No","No","SA",2012,"Aug","No"
"2017",1988,"PhD","Married",67546,"None","None",90,864,134,768,150,38,172,1,4,10,5,3,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"2018",1987,"Graduation","Single",46923,"One","None",90,85,44,54,102,78,6,3,5,1,7,7,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"2019",1972,"Graduation","Married",38988,"One","Two",90,164,24,103,12,3,42,7,5,1,6,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"2020",1971,"2n Cycle","Divorced",49118,"None","None",90,620,54,239,99,98,119,2,9,7,10,7,"No","Yes","No","No","Yes","Yes","No","SP",2012,"Aug","Yes"
"2021",1978,"PhD","Together",27683,"One","None",90,152,9,121,12,12,45,4,6,2,4,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"2022",1974,"PhD","Single",39190,"One","None",91,68,8,18,19,8,12,2,2,1,4,5,"No","No","No","No","No","No","No","SP",2014,"Apr","No"
"2023",1981,"Graduation","Divorced",56981,"None","None",91,908,48,217,32,12,24,1,2,3,13,6,"No","Yes","No","No","No","No","No","SA",2014,"Jan","No"
"2024",1984,"Graduation","Married",23228,"One","None",91,53,3,49,7,4,5,4,3,0,4,8,"No","No","No","No","No","No","No","CA",2014,"Jan","No"
"2025",1984,"Graduation","Married",90000,"None","None",91,675,144,133,94,192,241,1,4,8,5,1,"Yes","No","Yes","Yes","No","No","No","CA",2013,"Dec","Yes"
"2026",1953,"PhD","Married",55707,"None","One",91,208,7,82,30,66,35,2,3,2,9,3,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"2027",1989,"Graduation","Single",9255,"One","None",91,9,0,7,2,0,4,1,1,1,2,8,"No","No","No","No","No","No","No","IND",2013,"Dec","No"
"2028",1977,"PhD","Single",42997,"One","One",91,4,0,5,0,1,5,1,1,0,2,7,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"2029",1959,"Graduation","Together",71232,"None","One",91,653,17,170,34,26,17,2,11,2,10,7,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"2030",1954,"PhD","Married",57744,"None","One",91,350,3,39,0,0,19,2,9,1,4,8,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"2031",1966,"Master","Married",33585,"None","One",91,30,11,33,13,6,29,1,2,0,4,4,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"2032",1965,"2n Cycle","Married",46891,"None","One",91,43,12,23,29,15,61,1,2,1,4,4,"No","No","No","No","No","No","No","GER",2013,"Sep","No"
"2033",1965,"2n Cycle","Married",46891,"None","One",91,43,12,23,29,15,61,1,2,1,4,4,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"2034",1956,"Graduation","Married",50387,"None","Two",91,369,9,87,12,14,34,3,6,2,8,5,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"2035",1969,"Graduation","Together",76653,"None","None",91,736,63,946,219,189,126,1,4,7,11,2,"No","No","Yes","Yes","No","No","No","SP",2013,"Aug","Yes"
"2036",1956,"PhD","Together",76542,"None","None",91,794,73,573,0,29,14,1,4,8,10,2,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"2037",1949,"Master","Married",76995,"None","One",91,1012,80,498,0,16,176,2,11,4,9,5,"No","No","No","Yes","No","No","No","US",2013,"Mar","Yes"
"2038",1978,"Graduation","Married",38415,"One","One",91,22,1,13,4,0,4,2,1,0,3,7,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"2039",1956,"Graduation","Divorced",22304,"None","None",91,3,2,7,0,4,2,1,1,0,2,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"2040",1952,"Graduation","Single",75127,"None","None",92,203,35,305,46,17,227,1,2,11,5,1,"No","No","No","No","No","No","No","GER",2014,"May","No"
"2041",1952,"Graduation","Single",75127,"None","None",92,203,35,305,46,17,227,1,2,11,5,1,"No","No","No","No","No","No","No","SA",2014,"May","No"
"2042",1953,"Graduation","Married",39722,"None","One",92,32,0,5,2,0,8,2,2,0,3,5,"No","No","No","No","No","No","No","SP",2014,"Feb","No"
"2043",1966,"PhD","Single",7144,"None","Two",92,81,4,33,5,2,291,0,23,1,1,0,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"2044",1977,"Graduation","Together",39771,"One","None",92,6,2,18,2,8,14,1,2,0,3,4,"No","No","No","No","No","No","No","SA",2013,"Dec","No"
"2045",1972,"Master","Divorced",42618,"One","None",92,76,14,74,13,5,10,2,5,0,4,8,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"2046",1958,"PhD","Together",51518,"None","One",92,350,8,66,17,4,4,2,3,2,10,3,"No","No","No","No","No","No","No","GER",2013,"Oct","No"
"2047",1972,"Graduation","Married",74716,"None","One",92,133,27,421,13,195,71,2,7,3,5,4,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"2048",1975,"Graduation","Single",33955,"One","None",92,100,2,128,23,7,10,4,5,1,5,8,"No","No","No","No","No","No","No","SA",2013,"Aug","No"
"2049",1954,"Master","Married",45736,"None","One",92,188,3,180,20,3,43,5,7,1,6,7,"No","No","No","No","No","No","No","GER",2013,"Jul","No"
"2050",1971,"Graduation","Single",31632,"None","None",92,17,8,12,11,15,32,1,2,1,2,7,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"2051",1974,"Graduation","Married",60093,"None","One",92,502,12,109,16,6,90,2,7,2,10,6,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"2052",1969,"Graduation","Single",30822,"One","None",92,3,9,13,2,12,12,1,1,0,3,7,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"2053",1968,"Graduation","Together",41728,"One","None",92,13,6,15,3,5,13,1,2,0,2,10,"No","No","No","No","No","No","No","AUS",2013,"May","No"
"2054",1958,"Master","Married",80739,"None","None",92,674,92,736,39,0,92,1,3,11,9,1,"No","No","No","No","No","No","No","SP",2013,"May","No"
"2055",1991,"Graduation","Single",49767,"None","None",92,202,47,197,55,42,149,1,5,4,8,4,"No","No","No","No","No","No","No","US",2013,"May","No"
"2056",1981,"Basic","Married",34445,"None","None",92,228,122,122,208,129,30,6,11,2,8,9,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"2057",1951,"Graduation","Widow",67046,"None","One",92,544,35,133,23,151,107,2,4,5,4,2,"No","No","No","No","No","No","No","AUS",2013,"Jan","No"
"2058",1965,"Graduation","Married",73538,"None","One",92,811,76,428,99,137,107,3,10,4,9,7,"No","No","No","No","No","No","No","CA",2012,"Nov","No"
"2059",1966,"Graduation","Married",80398,"None","None",92,342,51,936,207,35,26,1,5,8,12,3,"No","No","Yes","No","No","No","No","SP",2012,"Nov","Yes"
"2060",1956,"Master","Married",52973,"None","One",92,856,0,76,12,9,199,7,9,6,9,8,"No","No","No","No","No","No","No","SA",2012,"Nov","No"
"2061",1954,"Graduation","Married",38998,"One","One",92,34,1,14,0,0,5,3,2,0,3,8,"No","No","No","No","No","No","Yes","SP",2012,"Nov","No"
"2062",1954,"Graduation","Married",38998,"One","One",92,34,1,14,0,0,5,3,2,0,3,8,"No","No","No","No","No","No","Yes","SA",2012,"Nov","No"
"2063",1958,"2n Cycle","Together",26490,"None","None",92,45,47,52,21,20,25,2,3,1,5,6,"No","No","No","No","No","No","No","SA",2012,"Sep","No"
"2064",1958,"2n Cycle","Together",26490,"None","None",92,45,47,52,21,20,25,2,3,1,5,6,"No","No","No","No","No","No","No","SP",2012,"Sep","No"
"2065",1988,"2n Cycle","Married",23331,"One","None",92,5,36,7,0,10,45,2,3,0,3,8,"No","No","No","No","No","No","No","IND",2012,"Sep","No"
